Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-1477.195	-1574.492	97.29705	1.286205	1.870374	2.606182
6	-1477.627	-1574.732	97.10553	1.139436	1.870374	2.813617
12	-1475.796	-1571.66	95.8641	0.9419131	1.674334	3.738457
18	-1476.338	-1572.025	95.6866	0.7373902	1.783984	3.916701
24	-1476.715	-1570.176	93.46083	0.6322831	2.058986	5.134133
30	-1486.806	-1579.563	92.75728	0.5761835	2.058986	5.553185
36	-1476.25	-1570.284	94.03423	0.8412666	1.625726	4.850496
42	-1477.838	-1572.6	94.76225	0.7748994	1.956712	4.360346
48	-1479.47	-1575.195	95.72487	0.87185	1.733722	3.836267
54	-1469.901	-1564.618	94.71679	0.8792124	1.811087	4.377688
60	-1470.089	-1565.28	95.19154	0.8213361	2.008077	4.073254
66	-1476.037	-1571.088	95.05119	0.964687	1.480402	4.268334
72	-1486.031	-1579.039	93.00832	0.5339804	2.201354	5.394529
78	-1490.573	-1583.773	93.19941	0.460005	1.649891	5.51439
84	-1476.593	-1569.153	92.55993	0.4906729	1.41819	5.939644
90	-1473.811	-1566.719	92.90859	0.6379903	1.711397	5.553679
96	-1474.014	-1566.966	92.95259	0.7764894	1.870685	5.397166
102	-1483.896	-1578.962	95.06511	0.6590573	1.613674	4.379226
108	-1481.319	-1575.517	94.1981	0.8440787	1.632739	4.754771
114	-1481.474	-1573.942	92.46881	0.6489564	1.502516	5.868419
120	-1491.531	-1584.002	92.47155	0.5522185	1.678393	5.852293
126	-1482.411	-1577.154	94.74369	0.8269536	1.594876	4.473145
132	-1475.18	-1568.991	93.81039	0.7059347	1.594876	5.062155
138	-1476.873	-1569.501	92.62856	0.6461227	1.72823	5.696795
144	-1489.684	-1583.36	93.67585	0.6795703	2.186019	4.949057
150	-1483.562	-1576.645	93.08349	0.5373563	1.605352	5.55246
156	-1485.294	-1577.922	92.62728	0.597934	1.741845	5.719011
162	-1480.763	-1574.497	93.73438	0.6929136	1.979817	4.974276
168	-1480.336	-1575.997	95.66151	0.808525	1.90144	3.848098
174	-1480.835	-1574.237	93.40173	0.8048298	1.899618	5.123519
180	-1481.881	-1577.763	95.88184	0.9900631	1.707835	3.687435
186	-1477.128	-1572.828	95.69941	0.9172262	1.665848	3.850819
192	-1485.969	-1581.15	95.18101	0.9439907	1.842722	4.066335
198	-1482.163	-1575.633	93.4707	0.7587697	2.091869	5.048142
204	-1483.614	-1577.507	93.89266	0.6504922	1.691265	5.01065
210	-1486.661	-1579.718	93.05629	0.6567254	1.664289	5.479522
216	-1479.315	-1574.386	95.07132	0.822864	1.45509	4.347862
